az	peldanyaz	diakaz	el	vissza
7374	102	139	2009.10.22	2009.11.08
7375	746	220	2009.10.22	2009.11.06
7376	731	109	2009.10.22	2009.10.24
7377	785	199	2009.10.22	2009.10.27
7378	962	141	2009.10.22	2009.11.21
7379	824	120	2009.10.22	2009.11.21
7380	583	124	2009.10.22	2009.11.19
7381	487	246	2009.10.22	2009.10.25
7382	884	92	2009.10.22	2009.11.01
7383	283	175	2009.10.22	2009.10.24
7384	798	67	2009.10.22	2009.10.23
7385	32	253	2009.10.22	2009.10.30
7386	511	157	2009.10.22	2009.10.25
7387	908	126	2009.10.22	2009.10.23
7388	984	228	2009.10.22	2009.10.24
7389	515	131	2009.10.22	2009.11.13
7390	714	224	2009.10.22	2009.10.29
7391	204	10	2009.10.22	2009.11.05
7392	1103	101	2009.10.22	2009.11.04
7393	1104	186	2009.10.22	2009.10.24
7394	195	262	2009.10.22	2009.11.02
7395	1038	128	2009.10.22	2009.11.10
7396	66	85	2009.10.22	2009.11.21
7397	143	6	2009.10.22	2009.10.24
7398	983	120	2009.10.22	2009.11.06
7399	735	49	2009.10.22	2009.11.14
7400	923	19	2009.10.22	2009.10.28
7401	389	168	2009.10.22	2009.10.24
7402	274	58	2009.10.22	2009.11.08
7403	794	259	2009.10.23	2009.11.20
7404	620	7	2009.10.23	2009.10.26
7405	498	258	2009.10.23	2009.11.11
7406	702	211	2009.10.23	2009.10.28
7407	764	235	2009.10.23	2009.10.26
7408	853	147	2009.10.23	2009.10.30
7409	139	192	2009.10.23	2009.10.28
7410	380	106	2009.10.23	2009.11.15
7411	1093	143	2009.10.23	2009.10.27
7412	27	141	2009.10.23	2009.11.06
7413	156	218	2009.10.23	2009.11.11
7414	938	224	2009.10.23	2009.11.04
7415	519	254	2009.10.23	2009.10.29
7416	603	237	2009.10.23	2009.10.25
7417	647	147	2009.10.23	2009.11.02
7418	485	197	2009.10.23	2009.11.13
7419	86	109	2009.10.23	2009.11.08
7420	577	230	2009.10.23	2009.10.27
7421	529	67	2009.10.23	2009.10.24
7422	936	23	2009.10.23	2009.11.09
7423	59	217	2009.10.23	2009.10.29
7424	98	210	2009.10.23	2009.11.05
7425	595	162	2009.10.23	2009.11.16
7426	743	61	2009.10.23	2009.10.27
7427	547	213	2009.10.23	2009.10.26
7428	58	189	2009.10.23	2009.10.25
7429	256	116	2009.10.23	2009.10.27
7430	68	213	2009.10.23	2009.10.30
7431	178	167	2009.10.23	2009.10.30
7432	5	76	2009.10.23	2009.11.12
7433	488	179	2009.10.23	2009.11.01
7434	486	12	2009.10.23	2009.11.05
7435	434	163	2009.10.23	2009.10.26
7436	580	56	2009.10.23	2009.11.11
7437	998	93	2009.10.23	2009.11.11
7438	879	189	2009.10.23	2009.10.25
7439	1024	214	2009.10.23	2009.11.22
7440	36	51	2009.10.23	2009.11.15
7441	154	244	2009.10.23	2009.11.15
7442	320	14	2009.10.23	2009.10.25
7443	64	150	2009.10.23	2009.11.17
7444	658	145	2009.10.23	2009.11.04
7445	514	135	2009.10.23	2009.11.06
7446	167	192	2009.10.23	2009.11.12
7447	246	147	2009.10.23	2009.11.06
7448	130	89	2009.10.23	2009.10.30
7449	146	96	2009.10.23	2009.10.25
7450	201	201	2009.10.23	2009.11.18
7451	738	246	2009.10.23	2009.11.08
7452	97	30	2009.10.23	2009.10.27
7453	767	177	2009.10.23	2009.11.12
7454	270	84	2009.10.23	2009.11.04
7455	772	3	2009.10.23	2009.10.28
7456	908	187	2009.10.23	2009.10.26
7457	1029	40	2009.10.23	2009.11.22
7458	83	101	2009.10.23	2009.10.25
7459	118	119	2009.10.23	2009.10.28
7460	781	7	2009.10.23	2009.10.25
7461	1085	70	2009.10.23	2009.10.29
7462	1052	191	2009.10.23	2009.10.30
7463	888	38	2009.10.23	2009.11.08
7464	889	192	2009.10.23	2009.10.29
7465	1101	184	2009.10.23	2009.11.22
7466	1021	189	2009.10.23	2009.10.26
7467	642	64	2009.10.23	2009.10.26
7468	537	104	2009.10.23	2009.10.29
7469	440	85	2009.10.23	2009.11.18
7470	323	253	2009.10.23	2009.10.30
7471	411	36	2009.10.23	2009.10.27
7472	174	235	2009.10.23	2009.10.27
7473	509	160	2009.10.23	2009.11.13
7474	406	122	2009.10.24	2009.11.23
7475	624	110	2009.10.24	2009.10.26
7476	491	156	2009.10.24	2009.11.08
7477	1059	203	2009.10.24	2009.11.20
7478	109	82	2009.10.24	2009.11.04
7479	762	166	2009.10.24	2009.10.26
7480	838	165	2009.10.24	2009.10.27
7481	906	36	2009.10.24	2009.10.29
7482	211	259	2009.10.24	2009.11.08
7483	1046	176	2009.10.24	2009.11.19
7484	1056	50	2009.10.24	2009.11.06
7485	513	165	2009.10.24	2009.10.25
7486	510	200	2009.10.24	2009.11.12
7487	43	98	2009.10.24	2009.10.31
7488	340	265	2009.10.24	2009.11.12
7489	703	96	2009.10.24	2009.11.20
7490	424	262	2009.10.24	2009.11.05
7491	573	91	2009.10.24	2009.11.03
7492	442	229	2009.10.24	2009.11.17
7493	958	84	2009.10.24	2009.11.13
7494	1036	260	2009.10.24	2009.11.11
7495	17	204	2009.10.24	2009.11.09
7496	446	231	2009.10.24	2009.10.26
7497	353	173	2009.10.24	2009.11.22
7498	713	147	2009.10.24	2009.10.31
7499	611	99	2009.10.24	2009.11.03
7500	494	40	2009.10.24	2009.11.15
7501	145	10	2009.10.24	2009.11.08
7502	926	210	2009.10.24	2009.11.01
7503	232	24	2009.10.24	2009.11.13
7504	835	118	2009.10.24	2009.11.14
7505	1005	96	2009.10.24	2009.10.27
7506	370	82	2009.10.24	2009.11.09
7507	502	25	2009.10.24	2009.10.30
7508	416	95	2009.10.24	2009.10.26
7509	307	258	2009.10.24	2009.10.29
7510	70	218	2009.10.24	2009.11.05
7511	731	150	2009.10.24	2009.11.02
7512	161	141	2009.10.24	2009.11.21
7513	341	265	2009.10.24	2009.11.06
7514	570	45	2009.10.24	2009.11.14
7515	963	266	2009.10.24	2009.10.27
7516	520	59	2009.10.24	2009.10.26
7517	1053	246	2009.10.24	2009.10.25
7518	933	52	2009.10.24	2009.10.31
7519	198	158	2009.10.24	2009.11.02
7520	163	231	2009.10.24	2009.10.27
7521	283	59	2009.10.24	2009.11.15
7522	894	83	2009.10.24	2009.11.08
7523	289	6	2009.10.24	2009.11.22
7524	895	160	2009.10.24	2009.10.25
7525	648	137	2009.10.24	2009.11.21
7526	921	101	2009.10.24	2009.11.11
7527	208	114	2009.10.24	2009.11.01
7528	111	165	2009.10.24	2009.10.30
7529	732	196	2009.10.24	2009.11.15
7530	877	108	2009.10.24	2009.11.06
7531	651	226	2009.10.24	2009.11.19
7532	846	253	2009.10.24	2009.10.25
7533	150	195	2009.10.24	2009.11.11
7534	544	57	2009.10.24	2009.10.25
7535	655	189	2009.10.24	2009.11.20
7536	433	95	2009.10.24	2009.10.31
7537	754	16	2009.10.24	2009.10.28
7538	110	186	2009.10.24	2009.10.27
7539	310	183	2009.10.25	2009.11.21
7540	230	10	2009.10.25	2009.11.22
7541	184	171	2009.10.25	2009.11.13
7542	1	2	2009.10.25	2009.10.28
7543	342	70	2009.10.25	2009.11.13
7544	76	180	2009.10.25	2009.11.03
7545	871	157	2009.10.25	2009.10.27
7546	131	91	2009.10.25	2009.11.24
7547	645	163	2009.10.25	2009.11.14
7548	692	69	2009.10.25	2009.10.26
7549	851	90	2009.10.25	2009.11.14
7550	760	1	2009.10.25	2009.11.15
7551	288	70	2009.10.25	2009.10.28
7552	896	72	2009.10.25	2009.11.12
7553	501	74	2009.10.25	2009.10.26
7554	420	152	2009.10.25	2009.11.18
7555	48	162	2009.10.25	2009.10.28
7556	1004	215	2009.10.25	2009.10.26
7557	662	42	2009.10.25	2009.10.26
7558	865	96	2009.10.25	2009.10.26
7559	741	101	2009.10.25	2009.11.15
7560	292	91	2009.10.25	2009.11.24
7561	45	75	2009.10.25	2009.10.30
7562	699	86	2009.10.25	2009.10.26
7563	939	169	2009.10.25	2009.10.26
7564	396	258	2009.10.25	2009.11.13
7565	363	225	2009.10.25	2009.11.15
7566	483	240	2009.10.25	2009.10.26
7567	810	256	2009.10.25	2009.10.26
7568	282	175	2009.10.25	2009.11.13
7569	1044	30	2009.10.25	2009.11.21
7570	1028	136	2009.10.25	2009.10.29
7571	970	1	2009.10.25	2009.11.01
7572	356	197	2009.10.25	2009.11.19
7573	663	99	2009.10.25	2009.11.17
7574	1053	153	2009.10.25	2009.11.10
7575	666	34	2009.10.25	2009.11.08
7576	793	46	2009.10.25	2009.11.05
7577	823	45	2009.10.25	2009.11.14
7578	87	129	2009.10.25	2009.10.26
7579	285	103	2009.10.25	2009.11.21
7580	588	142	2009.10.25	2009.11.24
7581	125	160	2009.10.25	2009.11.03
7582	736	155	2009.10.25	2009.11.24
7583	759	261	2009.10.25	2009.10.27
7584	447	249	2009.10.25	2009.11.04
7585	4	4	2009.10.25	2009.10.30
7586	422	52	2009.10.25	2009.10.29
7587	431	116	2009.10.25	2009.11.01
7588	733	217	2009.10.25	2009.11.08
7589	544	233	2009.10.25	2009.11.01
7590	1022	39	2009.10.25	2009.11.09
7591	1066	232	2009.10.25	2009.11.06
7592	791	40	2009.10.25	2009.11.04
7593	839	262	2009.10.25	2009.10.26
7594	1050	248	2009.10.25	2009.11.16
7595	818	118	2009.10.25	2009.11.15
7596	364	16	2009.10.25	2009.11.04
7597	624	104	2009.10.26	2009.11.02
7598	627	50	2009.10.26	2009.11.02
7599	620	60	2009.10.26	2009.10.27
7600	284	37	2009.10.26	2009.11.22
7601	382	244	2009.10.26	2009.11.24
7602	727	76	2009.10.26	2009.11.20
7603	762	179	2009.10.26	2009.10.27
7604	541	80	2009.10.26	2009.11.12
7605	730	41	2009.10.26	2009.11.07
7606	1023	228	2009.10.26	2009.10.28
7607	112	221	2009.10.26	2009.10.31
7608	419	244	2009.10.26	2009.10.28
7609	947	221	2009.10.26	2009.11.24
7610	867	84	2009.10.26	2009.10.31
7611	649	250	2009.10.26	2009.11.02
7612	226	148	2009.10.26	2009.11.25
7613	397	260	2009.10.26	2009.10.31
7614	769	73	2009.10.26	2009.11.22
7615	517	123	2009.10.26	2009.11.12
7616	1098	214	2009.10.26	2009.11.17
7617	659	258	2009.10.26	2009.11.03
7618	1054	236	2009.10.26	2009.11.21
7619	915	267	2009.10.26	2009.11.04
7620	351	76	2009.10.26	2009.11.09
7621	612	127	2009.10.26	2009.10.31
7622	461	54	2009.10.26	2009.11.20
7623	848	149	2009.10.26	2009.10.27
7624	7	156	2009.10.26	2009.10.29
7625	414	162	2009.10.26	2009.10.28
7626	646	219	2009.10.26	2009.11.07
7627	19	205	2009.10.26	2009.11.06
7628	636	143	2009.10.26	2009.10.30
7629	144	246	2009.10.26	2009.11.13
7630	508	258	2009.10.26	2009.11.05
7631	320	266	2009.10.26	2009.10.30
7632	392	160	2009.10.26	2009.10.30
7633	6	194	2009.10.26	2009.11.13
7634	487	53	2009.10.26	2009.11.21
7635	913	172	2009.10.26	2009.11.01
7636	563	150	2009.10.26	2009.11.18
7637	840	231	2009.10.26	2009.11.23
7638	1035	103	2009.10.26	2009.11.11
7639	146	184	2009.10.26	2009.11.05
7640	437	28	2009.10.26	2009.11.18
7641	264	263	2009.10.26	2009.11.11
7642	303	173	2009.10.26	2009.10.28
7643	357	251	2009.10.26	2009.11.08
7644	798	114	2009.10.26	2009.11.01
7645	559	78	2009.10.26	2009.11.10
7646	234	107	2009.10.26	2009.11.09
7647	997	143	2009.10.26	2009.11.14
7648	555	123	2009.10.26	2009.11.13
7649	359	91	2009.10.26	2009.11.05
7650	850	153	2009.10.26	2009.10.29
7651	1021	159	2009.10.26	2009.10.29
7652	590	43	2009.10.26	2009.11.22
7653	674	219	2009.10.26	2009.10.29
7654	200	140	2009.10.26	2009.11.01
7655	679	151	2009.10.26	2009.11.04
7656	817	37	2009.10.27	2009.11.13
7657	924	20	2009.10.27	2009.11.19
7658	415	8	2009.10.27	2009.11.13
7659	463	100	2009.10.27	2009.11.05
7660	779	1	2009.10.27	2009.11.01
7661	825	46	2009.10.27	2009.11.03
7662	795	87	2009.10.27	2009.10.29
7663	402	82	2009.10.27	2009.11.22
7664	709	3	2009.10.27	2009.11.20
7665	770	252	2009.10.27	2009.10.31
7666	462	111	2009.10.27	2009.11.21
7667	513	138	2009.10.27	2009.11.23
7668	308	176	2009.10.27	2009.11.12
7669	747	208	2009.10.27	2009.11.01
7670	981	191	2009.10.27	2009.11.12
7671	844	128	2009.10.27	2009.11.06
7672	477	231	2009.10.27	2009.11.19
7673	468	182	2009.10.27	2009.11.13
7674	469	20	2009.10.27	2009.10.29
7675	865	29	2009.10.27	2009.11.08
7676	980	21	2009.10.27	2009.11.24
7677	982	60	2009.10.27	2009.10.28
7678	1058	157	2009.10.27	2009.11.20
7679	286	81	2009.10.27	2009.10.31
7680	236	195	2009.10.27	2009.11.02
7681	80	100	2009.10.27	2009.11.01
7682	326	59	2009.10.27	2009.11.02
7683	685	94	2009.10.27	2009.11.01
7684	185	244	2009.10.27	2009.11.03
7685	944	252	2009.10.27	2009.11.26
7686	522	46	2009.10.27	2009.11.02
7687	328	191	2009.10.27	2009.11.10
7688	165	120	2009.10.27	2009.11.20
7689	416	184	2009.10.27	2009.10.31
7690	774	137	2009.10.27	2009.11.19
7691	54	187	2009.10.27	2009.10.30
7692	227	192	2009.10.27	2009.10.28
7693	822	252	2009.10.27	2009.10.28
7694	399	114	2009.10.27	2009.11.20
7695	600	184	2009.10.27	2009.11.08
7696	549	58	2009.10.27	2009.11.03
7697	614	210	2009.10.27	2009.10.30
7698	511	232	2009.10.27	2009.11.01
7699	90	83	2009.10.27	2009.11.01
7700	207	237	2009.10.27	2009.11.05
7701	908	77	2009.10.27	2009.11.25
7702	390	132	2009.10.27	2009.10.28
7703	642	190	2009.10.27	2009.11.02
7704	393	222	2009.10.27	2009.10.30
7705	966	212	2009.10.27	2009.10.29
7706	475	48	2009.10.27	2009.11.02
7707	1037	90	2009.10.27	2009.11.21
7708	389	175	2009.10.27	2009.11.08
7709	159	160	2009.10.27	2009.10.28
7710	244	153	2009.10.28	2009.11.01
7711	617	94	2009.10.28	2009.11.04
7712	334	75	2009.10.28	2009.11.22
7713	864	15	2009.10.28	2009.11.02
7714	413	121	2009.10.28	2009.11.25
7715	253	151	2009.10.28	2009.10.29
7716	504	242	2009.10.28	2009.11.04
7717	315	100	2009.10.28	2009.11.06
7718	1091	21	2009.10.28	2009.11.07
7719	85	54	2009.10.28	2009.11.03
7720	455	19	2009.10.28	2009.11.07
7721	640	147	2009.10.28	2009.11.13
7722	862	44	2009.10.28	2009.11.04
7723	121	31	2009.10.28	2009.10.29
7724	507	73	2009.10.28	2009.11.02
7725	705	229	2009.10.28	2009.11.03
7726	697	191	2009.10.28	2009.11.22
7727	1004	225	2009.10.28	2009.11.21
7728	374	209	2009.10.28	2009.11.01
7729	101	113	2009.10.28	2009.10.30
7730	724	188	2009.10.28	2009.11.09
7731	179	17	2009.10.28	2009.11.02
7732	726	235	2009.10.28	2009.11.11
7733	803	179	2009.10.28	2009.11.17
7734	187	39	2009.10.28	2009.11.02
7735	346	69	2009.10.28	2009.11.04
7736	940	145	2009.10.28	2009.10.31
7737	219	45	2009.10.28	2009.11.04
7738	262	202	2009.10.28	2009.11.08
7739	446	208	2009.10.28	2009.11.20
7740	127	209	2009.10.28	2009.10.30
7741	996	155	2009.10.28	2009.10.31
7742	720	28	2009.10.28	2009.11.26
7743	694	204	2009.10.28	2009.11.07
7744	715	200	2009.10.28	2009.11.02
7745	807	238	2009.10.28	2009.11.02
7746	810	133	2009.10.28	2009.11.07
7747	281	212	2009.10.28	2009.11.11
7748	38	218	2009.10.28	2009.10.31
7749	124	19	2009.10.28	2009.11.04
7750	574	187	2009.10.28	2009.11.14
7751	448	236	2009.10.28	2009.11.01
7752	243	21	2009.10.28	2009.10.30
7753	332	260	2009.10.28	2009.11.15
7754	976	134	2009.10.28	2009.11.03
7755	1088	40	2009.10.28	2009.11.22
7756	618	8	2009.10.28	2009.10.30
7757	701	150	2009.10.28	2009.11.15
7758	963	221	2009.10.28	2009.11.02
7759	400	209	2009.10.28	2009.11.26
7760	8	144	2009.10.28	2009.11.25
7761	220	249	2009.10.28	2009.10.29
7762	866	48	2009.10.28	2009.11.03
7763	190	58	2009.10.28	2009.11.25
7764	119	182	2009.10.28	2009.11.09
7765	157	202	2009.10.28	2009.11.16
7766	40	166	2009.10.28	2009.11.01
7767	319	87	2009.10.28	2009.10.29
7768	596	115	2009.10.28	2009.11.14
7769	895	252	2009.10.28	2009.11.20
7770	228	179	2009.10.28	2009.11.03
7771	122	33	2009.10.28	2009.11.17
7772	725	104	2009.10.28	2009.11.04
7773	787	121	2009.10.28	2009.11.04
7774	964	221	2009.10.28	2009.11.03
7775	1016	243	2009.10.28	2009.10.30
7776	781	166	2009.10.28	2009.11.19
7777	857	248	2009.10.28	2009.11.01
7778	196	25	2009.10.28	2009.11.07
7779	975	7	2009.10.28	2009.11.23
7780	1099	117	2009.10.28	2009.11.11
7781	387	250	2009.10.28	2009.11.12
7782	633	192	2009.10.28	2009.10.30
7783	799	23	2009.10.28	2009.11.13
7784	918	165	2009.10.28	2009.10.30
7785	110	93	2009.10.28	2009.11.04
7786	199	9	2009.10.29	2009.11.04
7787	482	92	2009.10.29	2009.11.07
7788	432	134	2009.10.29	2009.10.30
7789	620	164	2009.10.29	2009.11.22
7790	773	257	2009.10.29	2009.11.18
7791	1042	72	2009.10.29	2009.11.03
7792	688	222	2009.10.29	2009.11.28
7793	138	37	2009.10.29	2009.11.10
7794	871	164	2009.10.29	2009.11.05
7795	478	194	2009.10.29	2009.11.26
7796	235	48	2009.10.29	2009.11.02
7797	792	85	2009.10.29	2009.11.03
7798	678	153	2009.10.29	2009.11.01
7799	238	118	2009.10.29	2009.11.19
7800	629	136	2009.10.29	2009.11.01
7801	873	93	2009.10.29	2009.11.01
7802	1086	67	2009.10.29	2009.11.03
7803	418	3	2009.10.29	2009.11.08
7804	35	180	2009.10.29	2009.11.02
7805	859	68	2009.10.29	2009.11.02
7806	1019	237	2009.10.29	2009.11.22
7807	910	24	2009.10.29	2009.11.19
7808	561	127	2009.10.29	2009.11.23
7809	1057	259	2009.10.29	2009.11.12
7810	672	220	2009.10.29	2009.11.13
7811	1072	251	2009.10.29	2009.11.07
7812	444	80	2009.10.29	2009.10.31
7813	483	9	2009.10.29	2009.10.30
7814	301	202	2009.10.29	2009.11.15
7815	434	247	2009.10.29	2009.11.20
7816	307	198	2009.10.29	2009.11.02
7817	7	68	2009.10.29	2009.11.25
7818	414	198	2009.10.29	2009.11.23
7819	628	79	2009.10.29	2009.11.10
7820	757	49	2009.10.29	2009.11.07
7821	879	143	2009.10.29	2009.10.30
7822	321	253	2009.10.29	2009.11.08
7823	900	2	2009.10.29	2009.11.02
7824	34	52	2009.10.29	2009.11.05
7825	961	156	2009.10.29	2009.11.07
7826	97	123	2009.10.29	2009.10.31
7827	16	55	2009.10.29	2009.11.12
7828	860	193	2009.10.29	2009.10.30
7829	579	47	2009.10.29	2009.11.04
7830	609	123	2009.10.29	2009.11.01
7831	669	26	2009.10.29	2009.11.24
7832	994	130	2009.10.29	2009.11.01
7833	1081	143	2009.10.29	2009.11.07
7834	197	70	2009.10.29	2009.11.09
7835	690	113	2009.10.29	2009.11.07
7836	846	237	2009.10.29	2009.11.01
7837	630	104	2009.10.29	2009.11.03
7838	143	204	2009.10.29	2009.11.19
7839	521	92	2009.10.29	2009.11.02
7840	674	191	2009.10.29	2009.11.05
7841	718	222	2009.10.29	2009.10.31
7842	930	184	2009.10.29	2009.10.31
7843	761	119	2009.10.29	2009.11.04
7844	804	52	2009.10.29	2009.11.09
7845	754	221	2009.10.29	2009.11.12
7846	173	168	2009.10.29	2009.11.03
7847	174	185	2009.10.29	2009.11.23
7848	604	267	2009.10.30	2009.11.22
7849	480	7	2009.10.30	2009.11.02
7850	116	27	2009.10.30	2009.11.03
7851	481	233	2009.10.30	2009.11.05
7852	602	261	2009.10.30	2009.11.21
7853	917	95	2009.10.30	2009.11.20
7854	838	22	2009.10.30	2009.11.12
7855	512	197	2009.10.30	2009.11.05
7856	928	64	2009.10.30	2009.10.31
7857	795	76	2009.10.30	2009.11.03
7858	1012	18	2009.10.30	2009.11.08
7859	657	210	2009.10.30	2009.11.02
7860	28	196	2009.10.30	2009.11.26
7861	203	37	2009.10.30	2009.11.25
7862	398	186	2009.10.30	2009.11.02
7863	309	20	2009.10.30	2009.11.11
7864	626	62	2009.10.30	2009.11.14
7865	472	80	2009.10.30	2009.11.06
7866	177	5	2009.10.30	2009.11.28
7867	318	239	2009.10.30	2009.11.07
7868	74	119	2009.10.30	2009.11.29
7869	313	219	2009.10.30	2009.10.31
7870	601	61	2009.10.30	2009.11.29
7871	172	184	2009.10.30	2009.11.09
7872	45	70	2009.10.30	2009.11.07
7873	644	242	2009.10.30	2009.11.28
7874	68	181	2009.10.30	2009.10.31
7875	55	193	2009.10.30	2009.11.28
7876	592	148	2009.10.30	2009.11.01
7877	1001	155	2009.10.30	2009.11.04
7878	385	112	2009.10.30	2009.10.31
7879	993	247	2009.10.30	2009.11.26
7880	1028	213	2009.10.30	2009.11.05
7881	317	128	2009.10.30	2009.11.11
7882	71	142	2009.10.30	2009.11.13
7883	525	104	2009.10.30	2009.10.31
7884	953	64	2009.10.30	2009.11.18
7885	934	81	2009.10.30	2009.11.02
7886	41	63	2009.10.30	2009.11.05
7887	367	148	2009.10.30	2009.11.21
7888	1070	149	2009.10.30	2009.11.13
7889	492	166	2009.10.30	2009.11.27
7890	753	26	2009.10.30	2009.11.09
7891	163	127	2009.10.30	2009.11.16
7892	535	212	2009.10.30	2009.10.31
7893	954	179	2009.10.30	2009.11.28
7894	32	32	2009.10.30	2009.11.03
7895	490	225	2009.10.30	2009.11.29
7896	304	120	2009.10.30	2009.11.26
7897	984	90	2009.10.30	2009.11.04
7898	759	181	2009.10.30	2009.11.17
7899	1040	99	2009.10.30	2009.11.05
7900	1085	112	2009.10.30	2009.11.22
7901	22	183	2009.10.30	2009.11.04
7902	450	135	2009.10.30	2009.11.18
7903	218	155	2009.10.30	2009.10.31
7904	556	252	2009.10.30	2009.11.06
7905	390	199	2009.10.30	2009.11.06
7906	661	259	2009.10.30	2009.11.09
7907	901	79	2009.10.30	2009.11.07
7908	114	181	2009.10.30	2009.11.22
7909	1094	140	2009.10.30	2009.11.09
7910	331	224	2009.10.30	2009.11.01
7911	638	87	2009.10.30	2009.10.31
7912	831	230	2009.10.30	2009.11.06
7913	887	45	2009.10.30	2009.10.31
7914	918	24	2009.10.30	2009.11.15
7915	681	88	2009.10.30	2009.11.15
7916	856	40	2009.10.30	2009.11.29
7917	257	255	2009.10.31	2009.11.16
7918	343	163	2009.10.31	2009.11.15
7919	1	112	2009.10.31	2009.11.13
7920	295	20	2009.10.31	2009.11.18
7921	755	142	2009.10.31	2009.11.12
7922	253	216	2009.10.31	2009.11.05
7923	1069	4	2009.10.31	2009.11.03
7924	29	188	2009.10.31	2009.11.05
7925	267	41	2009.10.31	2009.11.15
7926	907	126	2009.10.31	2009.11.05
7927	121	239	2009.10.31	2009.11.12
7928	474	19	2009.10.31	2009.11.09
7929	607	98	2009.10.31	2009.11.01
7930	263	201	2009.10.31	2009.11.17
7931	48	137	2009.10.31	2009.11.18
7932	59	212	2009.10.31	2009.11.04
7933	384	222	2009.10.31	2009.11.16
7934	57	178	2009.10.31	2009.11.18
7935	562	186	2009.10.31	2009.11.24
7936	834	106	2009.10.31	2009.11.03
7937	127	108	2009.10.31	2009.11.04
7938	1008	243	2009.10.31	2009.11.01
7939	716	38	2009.10.31	2009.11.11
7940	992	137	2009.10.31	2009.11.02
7941	149	257	2009.10.31	2009.11.10
7942	496	120	2009.10.31	2009.11.04
7943	261	10	2009.10.31	2009.11.15
7944	606	245	2009.10.31	2009.11.14
7945	266	79	2009.10.31	2009.11.05
7946	660	179	2009.10.31	2009.11.06
7947	54	141	2009.10.31	2009.11.07
7948	227	99	2009.10.31	2009.11.09
7949	785	191	2009.10.31	2009.11.03
7950	618	23	2009.10.31	2009.11.07
7951	516	25	2009.10.31	2009.11.04
7952	534	18	2009.10.31	2009.11.04
7953	130	90	2009.10.31	2009.11.20
7954	758	15	2009.10.31	2009.11.07
7955	181	1	2009.10.31	2009.11.01
7956	337	132	2009.10.31	2009.11.11
7957	634	123	2009.10.31	2009.11.06
7958	1052	13	2009.10.31	2009.11.04
7959	33	220	2009.10.31	2009.11.06
7960	749	210	2009.10.31	2009.11.06
7961	671	233	2009.10.31	2009.11.01
7962	1104	208	2009.10.31	2009.11.04
7963	107	243	2009.10.31	2009.11.29
7964	333	237	2009.10.31	2009.11.08
7965	352	90	2009.10.31	2009.11.11
7966	1000	58	2009.10.31	2009.11.02
7967	1065	248	2009.10.31	2009.11.22
7968	880	64	2009.10.31	2009.11.10
7969	137	198	2009.10.31	2009.11.06
7970	638	254	2009.10.31	2009.11.07
7971	833	79	2009.10.31	2009.11.23
7972	240	176	2009.10.31	2009.11.16
7973	215	190	2009.10.31	2009.11.02
7974	499	83	2009.10.31	2009.11.20
7975	376	120	2009.11.01	2009.11.11
7976	922	123	2009.11.01	2009.11.07
7977	1087	63	2009.11.01	2009.11.15
7978	459	189	2009.11.01	2009.11.26
7979	764	93	2009.11.01	2009.11.06
7980	598	267	2009.11.01	2009.11.05
7981	62	40	2009.11.01	2009.11.06
7982	182	263	2009.11.01	2009.11.07
7983	339	86	2009.11.01	2009.11.02
7984	967	116	2009.11.01	2009.11.02
7985	603	43	2009.11.01	2009.11.02
7986	750	99	2009.11.01	2009.11.05
7987	872	161	2009.11.01	2009.11.02
7988	106	180	2009.11.01	2009.11.06
7989	373	266	2009.11.01	2009.11.27
7990	551	222	2009.11.01	2009.11.15
7991	990	172	2009.11.01	2009.11.30
7992	305	97	2009.11.01	2009.11.03
7993	613	235	2009.11.01	2009.11.21
7994	101	231	2009.11.01	2009.11.15
7995	26	262	2009.11.01	2009.11.06
7996	248	32	2009.11.01	2009.11.21
7997	1017	19	2009.11.01	2009.11.15
7998	134	8	2009.11.01	2009.11.13
7999	256	48	2009.11.01	2009.11.02
8000	247	11	2009.11.01	2009.11.24
8001	592	3	2009.11.01	2009.11.06
8002	483	98	2009.11.01	2009.11.04
8003	278	108	2009.11.01	2009.11.03
8004	383	202	2009.11.01	2009.11.10
8005	874	126	2009.11.01	2009.11.09
8006	287	132	2009.11.01	2009.11.08
8007	848	42	2009.11.01	2009.11.20
8008	260	202	2009.11.01	2009.11.24
8009	886	115	2009.11.01	2009.11.24
8010	277	159	2009.11.01	2009.11.14
8011	141	207	2009.11.01	2009.11.02
